rank,company,founded,employees,score,ceo,state,hq,industry
85,McAfee,2004,>200,7.03,David-Leigh Ribeiro,Munster,Cork,"Internet, Gaming, and eCommerce"
86,Workday,2008,>200,7.03,Peter Gamble,Leinster,Dublin,"IT, Software and Services"
87,TK Maxx,1994,>200,7.02,Tony Slipman,Leinster,Ranelagh,"Clothing and Accessories, Sports Equipment (Manufacturing and Retail)"
88,Tesco,1996,>200,7.02,Natasha Adams,Leinster,Dublin,Retail
89,Genesys,2013,>200,7.01,Tony Bates,Connaught,Genesys,"IT, Software and Services"
90,Euro General Retail,1990,>200,7.01,Charlie O'Loughlin,Leinster,Dublin,Retail
91,Primark (Penneys),1969,>200,7.00,Paul Marchant,Leinster,Dublin,Retail
92,Nando's,2008,>200,6.99,Colin Hill,Leinster,Dublin,Restaurants
93,Version1 Software,1996,>200,6.98,Tom O'Connor,Leinster,Dublin,"IT, Software and Services"
94,Boots,1996,>200,6.98,Stephen Watkins,Leinster,Citywest,Drugs and Biotechnology
95,Bon Secours Health System Company,1861,>200,6.97,Bill Maher,Leinster,Citywest,Health Care
96,Kerry Group,1972,>200,6.95,Edmond Scanlon,Leinster,Naas,Agribusiness
97,Our Lady`s Hospice & Care Services,1879,>200,6.95,Audrey Houlihan,Leinster,Dublin,Health Care
98,St. Vincent's Healthcare,2002,>200,6.94,Kay Connolly,Leinster,Dublin,Health Care
99,AbbVie,1994,>200,6.94,Michael Collins,Leinster,Dublin,Drugs and Biotechnology
100,Dropbox,2012,>200,6.94,Drew Houston,Leinster,Dublin,"IT, Software and Services"
101,PayPal,2003,>200,6.93,Sean Byrne,Leinster,Dublin,Banking and Financial Services
102,Jysk,2019,>200,6.93,Roni Tuominen,Leinster,Rathcoole,Retail
103,Easons,1819,>200,6.93,Liam Hanly,Leinster,Swords,Retail
104,Sage,1981,>200,6.93,Steve Hare,Leinster,Leopardstown,"IT, Software and Services"
105,Musgrave Group,1876,>200,6.92,Noel Keeley,Munster,Ballycurreen,Retail
106,Centra,1876,>200,6.91,Ian Allen,Munster,Cork,Retail
107,Morgan McKinley,1988,>200,6.91,Gerald Fitzgerald,Leinster,Dublin,Business Services and Supplies
108,Bus Eireann - Irish Bus,1987,>200,6.90,Stephen Kent,Leinster,Dublin,Transportation and Logistics
109,Kirby Group Engineering,1964,>200,6.90,Mark Flanagan,Munster,Raheen,"Engineering, Manufacturing"
110,Irish Life Financial Services,1939,>200,6.90,Declan Bolger,Leinster,Dublin,Banking and Financial Services
111,A&L Goodbody,1901,>200,6.90,David Widger,Leinster,Dublin,Consulting and Accounting
112,Dunnes Stores,1957,>200,6.89,Margaret Heffernan,Leinster,Dublin,"Clothing and Accessories, Sports Equipment (Manufacturing and Retail)"
113,Allergan,1997,>200,6.89,Nicky Barry,Leinster,Dublin,Drugs and Biotechnology
114,Allianz,1902,>200,6.88,Sean McGrath,Leinster,Dublin,Insurance
115,GRAHAM Group,1955,>200,6.87,Andrew Bill,Multiple Locations,Multiple Locations,Construction and related Services
116,Beacon Hospital,2005,>200,6.87,Michael Cullen,Leinster,Sandyford,Health Care
117,PJ Hegarty and Sons,1925,>200,6.86,John Hegarty,Leinster,Inchicore,Construction and related Services
118,Capita,2019,>200,6.85,Patrick Browne,Munster,Clonakilty,"IT, Software and Services"
119,Supermacs,1978,>200,6.84,Pat McDonagh,Connaught,Ballybrit,Restaurants
120,Cappagh National Orthopaedic Hospital,1908,>200,6.83,Angela Lee,Leinster,Finglas,Health Care
121,Suir Engineering,1984,>200,6.83,Michael Kennedy,Munster,Waterford,Construction and related Services
122,Permanent Tsb,1884,>200,6.83,Eamonn Crowley,Leinster,Dublin,Banking and Financial Services
123,KSG - Kylemore Services Group,1920,>200,6.82,Brian Hogan,Leinster,Dublin,Restaurants
124,McDonald's,1977,>200,6.79,Alistair Macrow,Leinster,Dublin,Restaurants
125,Amazon,2004,>200,6.78,Mark Finlay,Leinster,Dublin,"Internet, Gaming, and eCommerce"
126,UPS (United Parcel Service),1986,>200,6.78,Rick Fletcher,Leinster,Finglas,Transportation and Logistics
127,Stryker,1998,>200,6.78,Kevin O'Connor,Leinster,Dublin,Health Care
128,SAP,1997,>200,6.77,Michiel Verhoeven,Leinster,Dublin,"IT, Software and Services"
129,Johnson & Johnson,1886,>200,6.76,Joaquin Duato,Leinster,Tallaght,Health Care
130,Brothers Of Charity Services,1883,>200,6.76,Michael Hennessy,Connaught,Clarinbridge,Health Care
131,Topline,1975,>200,6.76,Hugh O'Donnell,Leinster,Naas,Retail
132,St. Michael's House Group,1955,>200,6.76,Liz Reynolds,Leinster,Dublin,Health Care
133,Enable Ireland Disability Services,1948,>200,6.74,John O'Sullivan,Leinster,Dublin,Health Care
134,Salesforce,2000,>200,6.74,Dr. David Dempsey,Leinster,Dublin,"IT, Software and Services"
135,Insomnia,1997,>200,6.73,Harry O'Kelly,Leinster,Dublin,Wholesale
136,AIB Group (Allied Irish Bank),1966,>200,6.73,Colin Hunt,Leinster,Dublin,Banking and Financial Services
137,Jacobs Engineering,1974,>200,6.72,John Cronin,Leinster,Dublin,"Engineering, Manufacturing"
138,JJ Rhatigan,1952,>200,6.69,Ger Ronayne,Connaught,Galway,Construction and related Services
139,Bandon Co-Op,1903,>200,6.68,Ger Brickley,Munster,Bandon,Agribusiness
140,Starbucks,2005,>200,6.68,Gary Nolan,Leinster,Dublin,Restaurants
141,Saint John Of God Community Services Company,1960,>200,6.68,Conor McCarthy,Leinster,Dublin,Health Care
142,Deloitte,1845,>200,6.67,Harry Goddard,Multiple Locations,Multiple Locations,Consulting and Accounting
143,Bank of America,1968,>200,6.66,Simon Cahill,Leinster,Dublin,Banking and Financial Services
144,Bam Contractors,1958,>200,6.66,Ruud Joosten,Leinster,Kill,Construction and related Services
145,Kilsaran Concrete,1964,>200,6.65,David McKeown,Leinster,Dunboyne,Construction and related Services
146,Circle K,2018,>200,6.65,Gordon Lawlor,Leinster,Dublin,Retail
147,SSE Airtricity,1997,>200,6.64,Stephen Wheeler,Leinster,Leopardstown,Utilities
148,Flutter,1988,>200,6.62,Peter Jackson,Leinster,Dublin,"Internet, Gaming, and eCommerce"
149,Eurofins,1987,>200,6.62,Gilles Martin,Leinster,Dublin,Drugs and Biotechnology
150,Intel,1989,>200,6.60,Eamonn Sinnott,Leinster,Leixlip,"Semiconductors, Electronics, Electrical Engineering, Hardware"
