rank,company,founded,employees,score,ceo,state,hq,industry
274,Bank Mandiri,1999,>1000,68.08,Darmawan Junaidi,Indonesia,Jakarta,Banking and Financial Services
275,Kansai Electric Power,1951,>1000,67.99,Takayuki Hakugin,Japan,Tokyo,Utilities
276,Air New Zealand,1940,>1000,67.99,Greg Foran,New Zealand,Auckland,Transportation and Logistics
277,L'Oreal,1909,>1000,67.99,Nicolas Hieronimus,France,Clichy,Packaged Goods
278,Omnicom,1986,>1000,67.98,Florian Adamski,United States,New York,Media & Advertising
279,Jollibee Foods,1975,>1000,67.97,Ernesto Tanmantiong,Philippines,Pasig City,"Food, Soft Beverages, Alcohol & Tobacco (including Agriculture Production)"
280,Hennes & Mauritz,1947,>1000,67.95,Daniel Ervér,Sweden,Stockholm,"Clothing, Shoes, Sports Equipment"
281,Capgemini,1967,>1000,67.89,Aiman Ezzat,France,New York,Business Services & Supplies
282,New World Development,1970,>1000,67.79,Dr. Cheng Kar-Shun,Hong Kong,Hong Kong,Conglomerate
283,ROHM,1958,>1000,67.78,Isao Matsumoto,Japan,Kyoto,"Engineering, Manufacturing"
284,TDCX,1995,>1000,67.78,Laurent Junique,Singapore,Singapore,Business Services & Supplies
285,Shangri-La,1971,>1000,67.77,Kuok Hui Kwong,Hong Kong,Hong Kong,Travel & Leisure
286,Morgan Stanley,1924,>1000,67.74,Ted Pick,United States,New York,Banking and Financial Services
287,Fresenius,1999,>1000,67.72,Michael Sen,Germany,Bad Homburg,Health Care Equipment & Services
288,Ibiden,1912,>1000,67.71,Koji Kawashima,Japan,Ogaki,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
289,Bridgestone,1931,>1000,67.7,Shuichi Ishibashi,Japan,Tokyo,"Construction, Oil & Gas Operations, Mining and Chemicals"
290,Axis Bank,1993,>1000,67.64,Amitabh Chaudhry,India,Mumbai,Banking and Financial Services
291,HCLTech,1976,>1000,67.53,C Vijayakumar,India,Noida,"IT, Internet, Software & Services"
292,Lazada,2012,>1000,67.43,James Dong,Singapore,Singapore,Retail and Wholesale
293,Japan Airlines,1951,>1000,67.33,Yuji Akasaka,Japan,Tokyo,Transportation and Logistics
294,AIA Engineering,1979,>1000,67.3,Bhadresh Shah,Hong Kong,Mumbai,"Engineering, Manufacturing"
295,Nokia,1865,>1000,67.28,Pekka Lundmark,Finland,Espoo,"Telecommunications Services, Cable Supplier"
296,Las Vegas Sands,1989,>1000,67.27,Robert Goldstein,United States,Las Vegas,Travel & Leisure
297,Canon,1937,>1000,67.23,Fujio Mitarai,Japan,Tokyo,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
298,Komatsu,1921,>1000,67.22,Hiroyuki Ogawa,Japan,Tokyo,"Engineering, Manufacturing"
299,Cosmo Energy,1986,>1000,67.2,Shigeru Yamada,Japan,Tokyo,"Construction, Oil & Gas Operations, Mining and Chemicals"
300,DNP,1876,>1000,67.2,Yoshinari Kitajima,Japan,Tokyo,Media & Advertising
301,Air India,1932,>1000,67.17,Campbell Wilson,India,New Delhi,Transportation and Logistics
302,TSMC (Taiwan Semiconductor Manufacturing Company),1987,>1000,67.13,C.C. Wei,Taiwan,Taipei,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
303,Fujitsu,1935,>1000,67.11,Takahito Tokita,Japan,Tokyo,"IT, Internet, Software & Services"
304,ENEOS,1888,>1000,67.08,Miyata Tomohide,Japan,Tokyo,"Construction, Oil & Gas Operations, Mining and Chemicals"
305,Cargill,1865,>1000,66.94,David MacLennan,United States,Wayzata,"Food, Soft Beverages, Alcohol & Tobacco (including Agriculture Production)"
306,Veolia,1853,>1000,66.88,Calvin McDonald,France,Vancouver,Utilities
307,Asurion,1994,>1000,66.85,Tony Detter,United States,Nashville,Insurance
308,Agoda,2005,>1000,66.83,Omri Morgenshtern,Singapore,Singapore,Travel & Leisure
309,Concentrix,1980,>1000,66.82,Chris Caldwell,United States,Greenville,Business Services & Supplies
310,Flipkart,2007,>1000,66.79,Kalyan Krishnamurthy,India,Bangalore,Retail and Wholesale
311,Nomura,1925,>1000,66.79,Koji Nagai,Japan,Tokyo,Banking and Financial Services
312,Alfamart,1989,>1000,66.76,Djoko Susanto,Indonesia,Jakarta,Retail and Wholesale
313,Amdocs,1982,>1000,66.72,Shuky Sheffer,United States,Chesterfield,"IT, Internet, Software & Services"
314,Obayashi,1892,>1000,66.71,Kenji Hasuwa,Japan,Tokyo,"Construction, Oil & Gas Operations, Mining and Chemicals"
315,Cushman & Wakefield,1917,>1000,66.65,Brett White,United States,Chicago,Business Services & Supplies
316,Illumina,1998,>1000,66.51,Francis deSouza,United States,San Diego,Drugs & Biotechnology
317,Asahi,1888,>1000,66.5,Atsushi Katsuki,Japan,Tokyo,"Food, Soft Beverages, Alcohol & Tobacco (including Agriculture Production)"
318,Woh Hup,1927,>1000,66.49,Yong Tiam Yoon Kim,Singapore,Singapore,"Construction, Oil & Gas Operations, Mining and Chemicals"
319,Wijaya Karya,1960,>1000,66.45,Agung Budi Waskito,Indonesia,Jakarta,"Construction, Oil & Gas Operations, Mining and Chemicals"
320,Compass Group,1941,>1000,66.45,Dominic Blakemore,United Kingdom,Chertsey,"Food, Soft Beverages, Alcohol & Tobacco (including Agriculture Production)"
321,Boeing,1916,>1000,66.42,David L. Calhoun,United States,Chicago,Aerospace & Defense
322,Appen,1996,>1000,66.41,Mark Brayan,Australia,Kirkland,"IT, Internet, Software & Services"
323,Yakult,1935,>1000,66.41,Carlos Kasuga,Japan,Tokyo,"Food, Soft Beverages, Alcohol & Tobacco (including Agriculture Production)"
324,Evonik,2007,>1000,66.31,Christian Kullmann,Germany,Essen,"Construction, Oil & Gas Operations, Mining and Chemicals"
325,Mphasis,1998,>1000,66.29,Nitin Rakesh,India,Bangalore,"IT, Internet, Software & Services"
326,Philips,1891,>1000,66.27,Roy Jakobs,Netherlands,Amsterdam,Health Care Equipment & Services
327,Singapore Airlines,1971,>1000,66.26,Goh Choon Phong,Singapore,Singapore,Transportation and Logistics
328,MicroSourcing,2006,>1000,66.25,Haidee Enriquez,Philippines,Quezon City,Business Services & Supplies
329,Union Bank of India,1919,>1000,66.14,A. Manimekhalai,India,Mumbai,Banking and Financial Services
330,Nice,1986,>1000,66.14,Barak Eilam,United States,Ra'anana,Professional Services
331,Haseko,1937,>1000,66.13,Noriaki Tsuji,Japan,Tokyo,"Construction, Oil & Gas Operations, Mining and Chemicals"
332,TVS Motor,1911,>1000,66.09,K. N. Radhakrishnan,India,Chennai,"Engineering, Manufacturing"
333,Spotify,2006,>1000,66.01,Daniel Ek,Sweden,Stockholm,"IT, Internet, Software & Services"
334,Sompo Japan Insurance,1888,>1000,65.92,Keiji Nishizawa,Japan,Tokyo,Insurance
335,Paytm,2010,>1000,65.92,Vijay Shekhar Sharma,India,Noida,"IT, Internet, Software & Services"
336,Omron,1933,>1000,65.92,Junta Tsujinaga,Japan,Tokyo,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
337,Chubu Electric Power,1951,>1000,65.88,Hayashi Kingo,Japan,Tokyo,Utilities
338,General Electric,1892,>1000,65.8,H.Lawrence Culp,United States,Boston,"Engineering, Manufacturing"
339,PT Bank Rakyat Indonesia,1895,>1000,65.76,Sunarso,Indonesia,Jakarta,Banking and Financial Services
340,Novo Nordisk,1923,>1000,65.71,Lars Fruergaard Jørgensen,Denmark,Plainsboro,Banking and Financial Services
341,Federal Bank,1945,>1000,65.68,KVS Manian,India,Kochi,Banking and Financial Services
342,Surbana Jurong,2015,>1000,65.63,Sean Chiao,Singapore,Singapore,"Engineering, Manufacturing"
343,Raffles Medical,1976,>1000,65.63,Dr Loo Choon Yong,Singapore,Singapore,Health Care Equipment & Services
344,MakeMyTrip,2000,>1000,65.6,Rajesh Magow,India,Gurgaon,Travel & Leisure
345,JGC,1928,>1000,65.56,Masayuki Sato,Japan,Tokyo,"Engineering, Manufacturing"
346,United Laboratories,1946,>1000,65.54,Dan Young,Philippines,Quezon City,Drugs & Biotechnology
347,Nissin Food,1900,>1000,65.53,Koki Ando,Japan,Tokyo,"Food, Soft Beverages, Alcohol & Tobacco (including Agriculture Production)"
348,LIXIL,2011,>1000,65.51,Kinya Seto,Japan,Tokyo,"Engineering, Manufacturing"
349,Havells India,1958,>1000,65.37,Anil Rai Gupta,India,Noida,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
350,Standard Industries,1886,>1000,65.34,David Millstone David Winter,United States,New York,"Engineering, Manufacturing"
351,Nippon Yusen Kabushiki Kaisha,1885,>1000,65.3,Takaya Soga,Japan,Tokyo,Transportation and Logistics
352,Industrial Bank of Korea,1961,>1000,65.3,Kim Sung-tae,South Korea,Seoul,Banking and Financial Services
353,Genpact,1997,>1000,65.28,Tiger Tyagarajan,United States,New York,Professional Services
354,Daiwa House Industry,1955,>1000,65.21,Keiichi Yoshii,Japan,Tokyo,"Construction, Oil & Gas Operations, Mining and Chemicals"
355,Acer,1976,>1000,65.18,Jason Chen,Taiwan,New Taipei,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
356,Shinhan Financial Group,2001,>1000,65.13,Okdong Jin,South Korea,Seoul,Banking and Financial Services
357,Dai-ichi Life,1902,>1000,65.08,Tetsuya Kikuta,Japan,Tokyo,Insurance
358,BW Group,1997,>1000,65.05,Andreas Sohmen-Pao,Bermuda,Hamilton,Transportation and Logistics
359,American Axle & Manufacturing,1994,>1000,65.05,David C. Dauch,United States,Detroit,Automotive (Automotive and Suppliers)
360,AON,1982,>1000,65.05,Gregory C. Case,United Kingdom,London,Insurance
361,Vestas Wind Systems,1945,>1000,65.02,Henrik Andersen,Denmark,Aarhus,"Engineering, Manufacturing"
362,Toyobo,1917,>1000,65,Chikao Morishige,Japan,Tokyo,"Engineering, Manufacturing"
363,Ninja Van,2014,>1000,64.95,Chang Wen Lai,Singapore,Singapore,Transportation and Logistics
364,Alcon,1945,>1000,64.94,David J. Endicott,Switzerland,Fort Worth,Health Care Equipment & Services
365,PepsiCo,1965,>1000,64.94,Ramon L. Laguarta,United States,Purchase,"Food, Soft Beverages, Alcohol & Tobacco (including Agriculture Production)"
366,SIG,1986,>1000,64.93,Samuel Sigrist.,United Kingdom,Neuhausen am Rheinfall,Business Services & Supplies
367,Carrier Global,1915,>1000,64.69,David Gitlin,United States,Syracuse,"Engineering, Manufacturing"
368,Daekyo,1976,>1000,64.56,Kang Ho-jun,South Korea,Seoul,Professional Services
369,Mastercard,1966,>1000,64.53,Michael Miebach,United States,Purchase,Banking and Financial Services
370,Hindustan Aeronautics,1940,>1000,64.52,Saket chaturvedi,India,Bangalore,Aerospace & Defense
371,Kuehne + Nagel,1890,>1000,64.51,Stefan Paul,Switzerland,Jersey City,Transportation and Logistics
372,Ayala Property Management (APMC),2002,>1000,64.45,Laurent P. Lamasuta,Philippines,Makati City,Professional Services
373,Visa,1958,>1000,64.44,Ryan McInerney,United States,San Francisco,Banking and Financial Services
374,Deutsche Bank,1870,>1000,64.4,Christian Sewing,Germany,New York,Banking and Financial Services
375,Lendlease,1958,>1000,64.36,Tony Lombardo,Australia,Sydney,"Construction, Oil & Gas Operations, Mining and Chemicals"
376,Exyte Singapore,1991,>1000,64.36,Dr. Wolfgang Büchele,Singapore,Singapore,"Engineering, Manufacturing"
377,Credit Suisse,1856,>1000,64.35,Thomas Gottstein,Switzerland,New York,Banking and Financial Services
378,Accton Technology,1988,>1000,64.3,Jun Shi,Taiwan,Hsinchu,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
379,Daihatsu Motor,1951,>1000,64.27,Masahiro Inoue,Japan,Tokyo,Automotive (Automotive and Suppliers)
380,Ford Motor,1903,>1000,64.21,"James D. Farley, Jr.",United States,Dearborn,Automotive (Automotive and Suppliers)
381,Nippon Life Insurance,1889,>1000,64.2,Hiroshi Shimizu,Japan,Tokyo,Insurance
382,Cotton On Australia,1988,>1000,64.14,Peter Johnson,Australia,Geelong,Retail and Wholesale
383,TDK,1935,>1000,64.14,Noboru Saito,Japan,Tokyo,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
384,Bangkok Bank,1944,>1000,64.13,Deja Tulananda,Thailand,Bangkok,Banking and Financial Services
385,SATS,1947,>1000,64.09,Kerry Mok,Singapore,Singapore,"Food, Soft Beverages, Alcohol & Tobacco (including Agriculture Production)"
386,Lupin,1968,>1000,64.09,Vinita D. Gupta,India,Mumbai,Drugs & Biotechnology
387,Raymond,1925,>1000,64.07,Gautam Hari Singhania,India,Mumbai,"Engineering, Manufacturing"
388,Atlassian,2002,>1000,63.97,Mike Cannon-Brookes Scott Farquhar,Australia,Sydney,"IT, Internet, Software & Services"
389,PayPal,1998,>1000,63.88,Alex Chriss,United States,San Jose,Banking and Financial Services
390,Ubisoft Entertainment,1986,>1000,63.81,Yves Guillemot,France,Montreuil,Media & Advertising
391,Marsh,1871,>1000,63.78,John Q. Doyle,United States,New York,Insurance
392,GoTo,2020,>1000,63.75,Rich Veldran,Indonesia,Jakarta,"IT, Internet, Software & Services"
393,Harvey Norman,1982,>1000,63.67,Kay Lesley Page,Australia,Sydney,Retail and Wholesale
394,Lexmark,1991,>1000,63.6,Allen Waugerman,United States,Lexington,"IT, Internet, Software & Services"
395,Woolworths,1924,>1000,63.59,Bradford Banducci,Australia,Bella Vista,Retail and Wholesale
396,Symrise,2003,>1000,63.59,Jean-Yves Parisot,Germany,Holzminden,"Construction, Oil & Gas Operations, Mining and Chemicals"
397,Honeywell International,1906,>1000,63.45,Vimal Kapur,United States,Charlotte,Conglomerate
398,CP ALL,1980,>1000,63.45,Yuthasak Poomsurakul,Thailand,Bangkok,"Food, Soft Beverages, Alcohol & Tobacco (including Agriculture Production)"
399,BELLSYSTEM24,1982,>1000,63.4,Hiroshi Kajiwara,Japan,Tokyo,Conglomerate
400,Daimler,1890,>1000,63.39,Ola Kallenius,Germany,Stuttgart,Automotive (Automotive and Suppliers)
401,POSCO,1968,>1000,63.3,Jeong-Woo Choi,South Korea,Pohang,"Construction, Oil & Gas Operations, Mining and Chemicals"
402,Apar Technologies,2006,>1000,63.27,Sai Sudhakar,Singapore,Singapore,"IT, Internet, Software & Services"
403,Biocon,1978,>1000,63.21,Peter Bains,India,Bangalore,Drugs & Biotechnology
404,Chip Eng Seng,2015,>1000,63.21,Chia Lee Meng Raymond,Singapore,Singapore,"Construction, Oil & Gas Operations, Mining and Chemicals"
405,Lear,1917,>1000,63.19,Ray Scott,United States,Southfield,Automotive (Automotive and Suppliers)
406,Denka,1915,>1000,63.17,Toshio Imai,Japan,Tokyo,"Construction, Oil & Gas Operations, Mining and Chemicals"
407,Amkor Technology,1986,>1000,63.13,Giel Rutten,United States,Tempe,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
408,Philip Morris International,1847,>1000,63.1,Jacek Olczak,United States,New York,"Food, Soft Beverages, Alcohol & Tobacco (including Agriculture Production)"
409,Saizeriya,1967,>1000,63.09,Yasuhiko Shogaki,Japan,Tokyo,"Food, Soft Beverages, Alcohol & Tobacco (including Agriculture Production)"
410,GAP,1969,>1000,63.04,Richard Dickson,United States,San Francisco,"Clothing, Shoes, Sports Equipment"
411,Noritz,1951,>1000,62.97,Satoshi Haramaki,Japan,Tokyo,"Engineering, Manufacturing"
412,Indorama,1976,>1000,62.85,Aloke Lohia,Thailand,Jakarta,"Construction, Oil & Gas Operations, Mining and Chemicals"
413,Seagate,1979,>1000,62.83,Dave Mosley,United States,Cupertino,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
414,Hyatt Hotels,1957,>1000,62.77,Mark S. Hoplamazian,United States,Chicago,Travel & Leisure
415,Resonac,2021,>1000,62.73,Hidehito Takahashi,Japan,Tokyo,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
416,BDO Unibank,1963,>1000,62.72,Nestor Tan,Philippines,Makati City,Banking and Financial Services
417,YKK,1934,>1000,62.71,Tadahiro Yoshida,Japan,Tokyo,"Engineering, Manufacturing"
418,Arup,1946,>1000,62.62,Andy Howard,United Kingdom,London,Professional Services
419,Toray Industries,1926,>1000,62.6,Mitsuo Ohya,Japan,Tokyo,"Construction, Oil & Gas Operations, Mining and Chemicals"
420,HEIWADO,1953,>1000,62.53,Masatsugu Hiramatsu/Masashi Hiramatsu,Japan,Tokyo,"Food, Soft Beverages, Alcohol & Tobacco (including Agriculture Production)"
421,Mott Macdonald,1982,>1000,62.52,James Harris,United Kingdom,London,Professional Services
422,Kimia Farma,1971,>1000,62.51,Djagad Prakasa Dwialam,Indonesia,Jakarta,Drugs & Biotechnology
423,National Oilwell Varco,1841,>1000,62.48,Clay C. Williams,United States,Houston,"Construction, Oil & Gas Operations, Mining and Chemicals"
424,Iris Ohyama,1982,>1000,62.48,Kentaro Ohyama,Japan,Tokyo,"Engineering, Manufacturing"
425,Standard Chartered Bank,1969,>1000,62.47,Bill Winters,United Kingdom,London,Banking and Financial Services
426,Adecco,1996,>1000,62.45,Denis Machuel,Switzerland,Zürich,Business Services & Supplies
427,Anritsu,1895,>1000,62.35,Hirokazu Hamada,Japan,Tokyo,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
428,Kotak Mahindra Bank,1985,>1000,62.3,Ashok Vaswani,India,Mumbai,Banking and Financial Services
429,Daewoo E&C,1973,>1000,62.28,Baek Jung-wan,South Korea,Seoul,"Engineering, Manufacturing"
430,ASML,1984,>1000,62.25,Christophe Fouquet,Netherlands,Veldhoven,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
431,Walmart,1962,>1000,62.1,Doug McMillon,United States,Bentonville,Retail and Wholesale
432,Kalbe Farma,1966,>1000,62.09,Vidjongtius,Indonesia,Jakarta,Drugs & Biotechnology
433,Arquitectonica,1977,>1000,62.07,Timothy Reedy,United States,Miami,Professional Services
434,Keppel Ltd.,1968,>1000,62.06,Chin Hua Loh,Singapore,Singapore,Banking and Financial Services
435,EMS-Chemie,1962,>1000,62.04,Magdalena Martullo,Switzerland,Domat/Ems,"Construction, Oil & Gas Operations, Mining and Chemicals"
436,Devyani International,1991,>1000,62.01,Virag Joshi,India,New Delhi,Restaurants
437,Natura &Co,1969,>1000,61.97,Fabio Barbosa,Brazil,São Paulo,Retail and Wholesale
438,Niterra,1953,>1000,61.94,Shinichi Odo,Japan,Tokyo,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
439,ACCIONA,1984,>1000,61.93,Jose Manuel Entrecanales Domecq,Spain,Alcobendas,Conglomerate
440,Toshiba,1875,>1000,61.9,Taro Shimada,Japan,Tokyo,Conglomerate
441,Securitas,1934,>1000,61.88,Magnus Ahlqvist,Sweden,Parsippany-Troy Hills,Business Services & Supplies
442,ABM Industries,1909,>1000,61.84,Scott Salmirs,United States,New York,Business Services & Supplies
443,Garuda Indonesia,1947,>1000,61.84,Irfan Setiaputra,Indonesia,Jakarta,Travel & Leisure
444,ABN AMRO,1824,>1000,61.81,Robert Swaak,Netherlands,Amsterdam,Banking and Financial Services
445,Nikon,1917,>1000,61.78,Toshikazu Umatate,Japan,Tokyo,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
446,Maxis,1995,>1000,61.74,Goh Seow Eng,Malaysia,Kuala Lumpur,"Telecommunications Services, Cable Supplier"
447,K Line,1950,>1000,61.74,Yukikazu Myochin,Japan,Tokyo,Transportation and Logistics
448,Scorpio Tankers,2002,>1000,61.73,Emanuele A. Lauro,Monaco,Monaco,Transportation and Logistics
449,LTIMindtree,1997,>1000,61.71,Debashis Chatterjee,India,Bangalore,"IT, Internet, Software & Services"
450,Adobe,1982,>1000,61.69,Shantanu Narayen,United States,San Jose,"IT, Internet, Software & Services"
451,Qualfon,1995,>1000,61.66,Doug Kearney,United States,Grand Prairie,"IT, Internet, Software & Services"
452,Alfa Laval,1883,>1000,61.65,Tom Erixon,Sweden,Lund,"Engineering, Manufacturing"
453,Brenntag,1874,>1000,61.65,Steven Holland,Germany,Reading,"Construction, Oil & Gas Operations, Mining and Chemicals"
454,Ottogi Co.,1969,>1000,61.64,Hwang SungMan,South Korea,Seoul,"Food, Soft Beverages, Alcohol & Tobacco (including Agriculture Production)"
455,Grant Thornton,1924,>1000,61.62,Yuzo Ushiyama,United States,Chicago,Professional Services
456,Capital One,1994,>1000,61.6,Richard D. Fairbank,United States,McLean,Banking and Financial Services
457,RealPage,1998,>1000,61.57,Dana Jones,United States,Richardson,"IT, Internet, Software & Services"
458,Sandvik,1862,>1000,61.53,Leena Nair,Sweden,London,"Construction, Oil & Gas Operations, Mining and Chemicals"
459,Caixa Geral de Depositos,1876,>1000,61.52,Paulo José de Ribeiro Moita de Macedo,Portugal,Lisbon,Banking and Financial Services
460,Nippon Paint,1881,>1000,61.42,Goh Hup Jin,Japan,Osaka,"Construction, Oil & Gas Operations, Mining and Chemicals"
461,Adaro Energy,1982,>1000,61.39,Garibaldi Thohir,Indonesia,Jakarta,"Construction, Oil & Gas Operations, Mining and Chemicals"
462,Bain & Company,1973,>1000,61.39,Christophe De Vusser,United States,Boston,Professional Services
463,Tokyu Construction,1948,>1000,61.34,Mitsuhiro Terada,Japan,Tokyo,"Construction, Oil & Gas Operations, Mining and Chemicals"
464,Mankind Pharma,1995,>1000,61.32,Sheetal Arora,India,New Delhi,Drugs & Biotechnology
465,Hisamitsu Pharmaceutical,1847,>1000,61.29,Nakatomi Kazuhide,Japan,Tokyo,Drugs & Biotechnology
466,Wesfarmers,1928,>1000,61.26,Rob Scott,Australia,Perth,Retail and Wholesale
467,Handsome,2012,>1000,61.25,Kim Min Duk,South Korea,Seoul,Retail and Wholesale
468,Dole,1851,>1000,61.23,Rory Byrne,Ireland,Dublin,"Food, Soft Beverages, Alcohol & Tobacco (including Agriculture Production)"
469,Hero Motocorp,1984,>1000,61.17,Amit Gupta,India,New Delhi,Automotive (Automotive and Suppliers)
470,Jones Lang LaSalle (JLL),1783,>1000,61.1,Christian Ulbrich,United States,Chicago,Professional Services
471,Energizer,1896,>1000,61.08,Mark Lavigne,United States,Town and Country,"Engineering, Manufacturing"
472,Stefanini,1987,>1000,61.05,Marco Stefanini,Brazil,São Paulo,"IT, Internet, Software & Services"
473,SUMCO,2006,>1000,61.05,Mayuki Hashimoto,Japan,Tokyo,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
474,Randstad,1960,>1000,61.01,sander van 't noordende,Netherlands,Amsterdam,Business Services & Supplies
475,Jabil Circuit,1966,>1000,61,Mark T. Mondello,United States,St. Petersburg,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
476,Fuji Electric,1923,>1000,61,Michihiro Kitazawa,Japan,Tokyo,"Engineering, Manufacturing"
477,Perusahaan Listrik Negara (PLN),1961,>1000,60.93,Darmawan Prasodjo,Indonesia,Jakarta,Utilities
478,Netflix,1997,>1000,60.87,Ted Sarandos Greg Peters,United States,Los Gatos,Media & Advertising
479,CapitaLand,2000,>1000,60.86,Tan Yew Chin,Singapore,Singapore,Professional Services
480,FairPrice,1973,>1000,60.81,Vipul Chawla,Singapore,Singapore,Retail and Wholesale
481,Nvidia,1993,>1000,60.79,Jen-Hsun Huang,United States,Santa Clara,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
482,Parsons,1896,>1000,60.74,Carey Smith,United States,Centreville,"IT, Internet, Software & Services"
483,Boustead,1828,>1000,60.73,Izaddeen Daud,Malaysia,Kuala Lumpur,"Construction, Oil & Gas Operations, Mining and Chemicals"
484,Doosan,1896,>1000,60.71,Jeongwon Park,South Korea,Seoul,"Engineering, Manufacturing"
485,Benesse,1955,>1000,60.63,Hitoshi Kobayashi,Japan,Okayama,Professional Services
486,Seven & i,2005,>1000,60.57,Ryuichi Isaka,Japan,Tokyo,Retail and Wholesale
487,Viettel Construction,2016,>1000,60.53,Pham Dinh Truong,Vietnam,Hanoi,"Construction, Oil & Gas Operations, Mining and Chemicals"
488,Goodyear,1898,>1000,60.52,Richard J. Kramer,United States,Akron,Automotive (Automotive and Suppliers)
489,Palo Alto Networks,2003,>1000,60.49,Nikesh Arora,United States,Santa Clara,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
490,Accenture,1989,>1000,60.46,Julie Sweet,Ireland,New York,Professional Services
491,Asahi Kasei,1931,>1000,60.43,Hideki Kobori,Japan,Tokyo,"Construction, Oil & Gas Operations, Mining and Chemicals"
492,South Indian Bank,1949,>1000,60.43,P. R. Seshadri,India,Thrissur,Banking and Financial Services
493,Ajinomoto,1909,>1000,60.39,Taro Fujie,Japan,Tokyo,"Food, Soft Beverages, Alcohol & Tobacco (including Agriculture Production)"
494,Gartner,1979,>1000,60.32,Eugene A. Hall,United States,Stamford,Professional Services
495,FWD Insurance,2013,>1000,60.26,Huynh Thanh Phong,Hong Kong,Hong Kong,Insurance
496,SHARP,1912,>1000,60.24,Masahiro Okitsu,Japan,Tokyo,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
497,Reed Elsevier (RELX),1992,>1000,60.24,Erik Engstrom,United Kingdom,London,Professional Services
498,Domino's Pizza,1983,>1000,60.24,Russell Weiner,United States,Ann Arbor,Restaurants
499,PERSOL,2003,>1000,60.23,Takao Wada,Japan,Tokyo,Professional Services
500,Shimamura,1951,>1000,60.04,Makoto Suzuki,Japan,Tokyo,Retail and Wholesale
