rank,company,founded,employees,score,ceo,state,hq,industry
239,Vos Logistics,2001,"501 - 1,000",65.72,Wojciech Cybulski,Mazovia,Warszawa,Transportation and Logistics
240,Smurfit Kappa,2003,>250,65.71,Jacek Nieweglowski,Mazovia,Warszawa,Production and Processing of Raw and Building Materials
241,Atlas,1991,"1,001 - 5,000",65.71,Paweł Kisiel,Łódź,Łódź,Production and Processing of Raw and Building Materials
242,Merkury Market,2001,>250,65.70,Jan Papierz,Subcarpathia,Krosno,Retail
243,Sklepy Komfort,1994,>250,65.69,Wojciech Kiestrzyń,Łódź,Łódź,Retail
244,CBRE,2007,"1,001 - 5,000",65.68,Radosław Pawlak,Mazovia,Warszawa,Business Services
245,aluplast,1995,201 - 500,65.63,Dirk Seitz,Greater Poland,Poznań,Construction
246,Fortuna Online Zakłady Bukmacherskie,1996,"501 - 1,000",65.62,Konrad Komarczuk,Silesia,Cieszyn,"Restaurants, Tourism, Sports and Recreational Services"
247,GOTEC,1993,>250,65.56,Lars Gorschlüter,Lower Silesia,Komorniki,Production and Processing of Raw and Building Materials
248,Hydro Extrusion,1991,"1,001 - 5,000",65.51,Hilde Merete Aasheim,Greater Poland,Trzcianka,Production and Processing of Raw and Building Materials
249,Warbud,1989,"1,001 - 5,000",65.51,Nicolas Depret,Mazovia,Warszawa,Construction
250,Arriva,2007,"1,001 - 5,000",65.48,Piotr Halupczok,Mazovia,Warszawa,Transportation and Logistics
251,Leroy Merlin,1994,"10,001 - 50,000",65.47,Krzysztof Kordulewski,Mazovia,Warszawa,Retail
252,AMS,2005,"1,001 - 5,000",65.46,David Leigh,Multiple Locations,Gdańsk/Kraków,Business Services
253,Paged,1931,>250,65.42,Tomasz Modzelewski,Warmia-Masuria,Pisz/Morąg,Production and Processing of Raw and Building Materials
254,arvato,1994,>250,65.36,Lidia Ratajczak-Kluck,Multiple Locations,Multiple Locations,Transportation and Logistics
255,FAKRO,1991,"1,001 - 5,000",65.36,Ryszard Florek,Lesser Poland,Nowy Sącz,Construction
256,Vision Express,1994,"1,001 - 5,000",65.34,Thanos Iliopoulos,Mazovia,Warszawa,Retail
257,Amazon,2014,"10,001 - 50,000",65.32,Mourad Taoufiki,Multiple Locations,Multiple Locations,Retail
258,NGK Ceramics,2003,"1,001 - 5,000",65.31,Hijikata Yasukazu,Silesia,Gliwice,Vehicle Construction and Sales
259,JMP Flowers,2013,>250,65.29,Jarosław Ptaszek,Lublin,Stężyca,Wholesale
260,Belma Accessories Systems,2001,"1,001 - 5,000",65.27,Piotr Ślużyński,Kuyavia-Pomerania,Białe Błota,Production and Processing of Raw and Building Materials
261,GEFCO,1999,"501 - 1,000",65.24,Luc Nadal,Mazovia,Warszawa,Transportation and Logistics
262,Rehau,2001,"501 - 1,000",65.21,Uwe H. Bölcke,Greater Poland,Baranowo,Production and Processing of Raw and Building Materials
263,Sits,1993,"1,001 - 5,000",65.21,Marek Dobrzeniecki,Kuyavia-Pomerania,Brodnica,Durable Consumer Goods
264,Whirlpool,1911,"5,001 - 10,000",65.18,Fabio Pommella,Mazovia,Warszawa,Durable Consumer Goods
265,UNIQA,1990,"1,001 - 5,000",65.16,Robert Garnczarek,Mazovia,Warszawa,Insurance
266,Adamietz,1994,>250,65.13,Rajmund Adamietz,Opole,Strzelce Opolskie,Construction
267,Polimex Mostostal,1945,"1,001 - 5,000",65.07,Krzysztof Figat,Mazovia,Warszawa,Construction
268,Dräxlmaier,1999,>250,65.04,Thomas Krüger,Multiple Locations,Multiple Locations,Vehicle Construction and Sales
269,Bank Pekao,1929,"10,001 - 50,000",65.04,Leszek Skiba,Mazovia,Warszawa,Banks and Financial Services
270,NEUCA,1990,"1,001 - 5,000",65.02,Piotr Sucharski,Kuyavia-Pomerania,Toruń,Wholesale
271,Polbruk,1991,"501 - 1,000",64.98,Mariusz Ferenc,Pomerania,Gdańsk,Production and Processing of Raw and Building Materials
272,Atlas Copco,2001,201 - 500,64.97,Mats Rahmström,Mazovia,Warszawa,Construction of Machines and Installations
273,Trefl,1985,"501 - 1,000",64.86,Roman Szczepan Kniter,Pomerania,Gdynia,FMCG
274,Scania,1992,>250,64.81,Wojciech Rowiński,Mazovia,Stara Wieś,Vehicle Construction and Sales
275,Visscher-Caravelle,1996,>250,64.72,Tiemen van Dijk,Kuyavia-Pomerania,Grudziądz,Vehicle Construction and Sales
276,ALDI,2008,"1,001 - 5,000",64.62,Wojciech Łubieński,Silesia,Chorzów,Retail
277,Flex,2000,"1,001 - 5,000",64.61,Revathi Advaithi,Multiple Locations,Tczew/Łódź,"Electronics, Electrical Engineering, Computer Hardware"
278,Kaufland,2001,"10,001 - 50,000",64.54,Robert Kwiecinski,Lower Silesia,Wrocław,Retail
279,Stekop Ochrona,1983,"1,001 - 5,000",64.51,Jerzy Łysynkiewicz,Mazovia,Warszawa,Business Services
280,Dino,1999,"10,001 - 50,000",64.49,Tomasz Biernacki,Greater Poland,Krotoszyn,Retail
281,Apator,1949,>250,64.40,Arkadiusz Chmielewski,Kuyavia-Pomerania,Toruń,"Electronics, Electrical Engineering, Computer Hardware"
282,AB,1990,"501 - 1,000",64.38,Andrzej Przybyło,Lower Silesia,Magnice,"IT, Internet, Software"
283,PKO Bank Polski,1919,"10,001 - 50,000",64.34,Iwona Duda,Mazovia,Warszawa,Banks and Financial Services
284,Lotte Wedel,1851,"1,001 - 5,000",64.19,Maciej Herman,Mazovia,Warszawa,FMCG
285,Shell,1994,"1,001 - 5,000",64.18,Piotr Dziwok,Mazovia,Warszawa,Oil and Gas
286,Marcopol,1985,>250,64.13,Jerzy Roman Brzeziński,Pomerania,Chwaszczyno,Production and Processing of Raw and Building Materials
287,Securitas,1996,"5,001 - 10,000",64.06,Krzysztof Bartuszek,Mazovia,Warszawa,Business Services
288,Ceramika Nowa Gala,1995,201 - 500,64.00,Zbigniew Polakowski,Holy Cross,Końskie,Construction
289,HSBC Service Delivery,2007,"1,001 - 5,000",63.97,Noel Quinn,Lesser Poland,Kraków,Banks and Financial Services
290,Tramwaje Śląskie,2003,"1,001 - 5,000",63.96,Piotr Uszok,Silesia,Chorzów,Transportation and Logistics
291,ERA,1949,"1,001 - 5,000",63.95,Krzysztof Pasternak,Silesia,Chorzów,Business Services
292,MLEKOVITA,1928,"1,001 - 5,000",63.92,Dariusz Sapiński,Podlaskie,Wysokie Mazowieckie,FMCG
293,LUX MED,1992,"10,001 - 50,000",63.89,Anna Rulkiewicz,Mazovia,Warszawa,Healthcare and Social
294,Lisner,1991,"501 - 1,000",63.85,Ulrich Grewe,Greater Poland,Poznań,FMCG
295,ThyssenKrupp,1994,"501 - 1,000",63.82,Ryszard Bojarski,Kuyavia-Pomerania,Toruń,Production and Processing of Raw and Building Materials
296,LPP,1991,"10,001 - 50,000",63.78,Marek Piechocki,Pomerania,Gdańsk,"Clothing, Accessories, Sports Equipment (Production and Trade)"
297,wezi-tec,2003,"501 - 1,000",63.73,Wojciech Bajan,Lower Silesia,Legnica,Production and Processing of Raw and Building Materials
298,Circle K,1992,"1,001 - 5,000",63.70,Michał Ciszek,Mazovia,Warszawa,Retail
299,armatis-lc,2008,>250,63.69,Krzysztof Lewiński,Mazovia,Warszawa,Business Services
300,Vistula,1948,>250,63.61,Jan Pilch,Lesser Poland,Kraków,"Clothing, Accessories, Sports Equipment (Production and Trade)"
