rank,company,founded,employees,score,ceo,state,hq,industry
274,AECOM,1990,"50,001 - 100,000",7.96,Troy Rudd,California,Los Angeles,"Professional Services (e.g. Consulting, Accounting)"
275,Manitoulin - Group of Companies,1953,>500,7.96,Gord Smith,Ontario,Gore Bay,Transportation and Logistics
276,LoyaltyOne,1992,"1,001 - 5,000",7.96,Blair Cameron,Ontario,Toronto,Business Services & Supplies
277,Medavie Blue Cross,1943,"1,001 - 5,000",7.96,Michael B. Decter,New Brunswick,Moncton,Insurances
278,Booster Juice,1999,>500,7.95,Dale Wishewan,Alberta,Edmonton,Restaurants
279,H&M,1947,"1,001 - 5,000",7.94,Helena Helmersson,Ontario,Toronto,Clothing  (Manufacturing and Retail)
280,Rexall,1904,"5,001 - 10,000",7.93,Jürgen Schreiber,Ontario,Mississauga,Retail and Wholesale
281,Boston Pizza,1964,"10,001 - 50,000",7.93,Mark Pacinda,Alberta,Edmonton,Restaurants
282,Provincial Health Services Authority (PHSA),2001,"10,001 - 50,000",7.93,Benoit Morin,British Columbia,Vancouver,Healthcare & Social
283,Linde,1879,"50,001 - 100,000",7.93,Steve Angel,Ontario,Mississauga,"Construction, Oil & Gas Operations, Mining and Chemicals"
284,Moneris,2000,"1,001 - 5,000",7.92,Angela Brown,Ontario,Etobicoke,Banking and Financial Services
285,Loto-Québec,1969,"5,001 - 10,000",7.92,Lynne Roiter,Quebec,Montreal,Travel & Leisure
286,Nav Canada,1996,"1,001 - 5,000",7.92,Neil R. Wilson,Ontario,Ottawa,Transportation and Logistics
287,Canadian Natural Resources Limited (CNRL),1973,"5,001 - 10,000",7.91,N. Murray Edwards,Alberta,Calgary,"Construction, Oil & Gas Operations, Mining and Chemicals"
288,The Rosedale Group,1969,"501 - 1,000",7.89,Rolly Uloth,British Columbia,Delta,Transportation and Logistics
289,Rogers Communications,1960,"10,001 - 50,000",7.88,Tony Staffieri,Ontario,Toronto,"Telecommunications Services, Cable Supplier"
290,Wawanesa Insurance,1896,"5,001 - 10,000",7.87,Jeff Goy,Manitoba,Winnipeg,Insurances
291,Manitoba Liquor & Lotteries,2013,"1,001 - 5,000",7.87,Manny Atwal,Manitoba,Winnipeg,Retail and Wholesale
292,Tetra Tech,1966,"1,001 - 5,000",7.87,Dan L. Batrack,Alberta,Edmonton,"Professional Services (e.g. Consulting, Accounting)"
293,ACCEO Solutions,1988,"501 - 1,000",7.87,Gilles Létourneau,Quebec,Montreal,"IT, Internet, Software & Services"
294,Gilead Sciences,1987,"10,001 - 50,000",7.86,Daniel O’Day,Alberta,Edmonton,Drugs & Biotechnology
295,Toronto Hydro,1911,"1,001 - 5,000",7.86,Anthony Haines,Ontario,Toronto,Utilities
296,McKesson,1905,"1,001 - 5,000",7.86,Brian S. Tyler,Quebec,Saint-Laurent,Health Care Equipment & Services
297,Keller Williams Realty,1983,"1,001 - 5,000",7.85,Josh Team,Ontario,Toronto,Business Services & Supplies
298,Maple Leaf Foods,1961,"10,001 - 50,000",7.85,Michael McCain,Ontario,Mississauga,"Food, Soft Beverages, Alcohol & Tobacco (including agriculture production)"
299,Randstad,1960,"1,001 - 5,000",7.85,Marc-Étienne Julien,Ontario,Toronto,Business Services & Supplies
300,Best Western,1946,>500,7.85,David Kong,Ontario,Mississauga,Travel & Leisure
