rank,company,founded,employees,score,ceo,state,hq,industry
207,Bayer Business Services,1863,"1,001 - 5,000",8.12,Bill Anderson,Metropolitan Manila,"Metropolitan Manila, Taguig City",Business Services & Supplies
208,The D.I.Y. (Do It Yourself) Shop,1998,>250,8.12,null,Metropolitan Manila,"Metropolitan Manila, Pasay City",Retail and Wholesale
209,Alturas Supermarket,1982,"1,001 - 5,000",8.11,Leonardo C. Uy,Central Visayas,"Bohol, Tagbilaran City",Retail and Wholesale
210,CTC BPO,2004,"501 - 1,000",8.11,Tony Espinoza,Central Visayas,"Cebu, Cebu City",Business Services & Supplies
211,Mitsumi,1951,>250,8.11,Yoshihisa Kainuma,Central Luzon,"Bataan, Mariveles","Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
212,IGT Technologies,1998,>250,8.10,Vipul Doshi,Metropolitan Manila,"Metropolitan Manila, Taguig City",Business Services & Supplies
213,IQVIA,1982,"1,001 - 5,000",8.10,Ari Bousbib(Global),Metropolitan Manila,"Metropolitan Manila, Makati City",Business Services & Supplies
214,RCBC,1960,"1,001 - 5,000",8.10,Eugene S. Acevedo,Metropolitan Manila,"Metropolitan Manila, Makati City",Banking and Financial Services
215,On Semiconductor,1999,"1,001 - 5,000",8.09,Hassane El-Khoury(Global),Metropolitan Manila,"Metropolitan Manila, Muntinlupa City","Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
216,Robinson's Supermarket,1980,>250,8.09,Robina Y. Gokongwei-Pe,Metropolitan Manila,"Metropolitan Manila, Quezon City",Retail and Wholesale
217,Telstra,1975,"1,001 - 5,000",8.09,Vicki Brady,Ilocos Region,"Ilocos Region, Urdaneta","Telecommunications Services, Cable Supplier"
218,Land Bank Of The Philippines,1963,">10,000",8.08,Lynette Ortiz,Metropolitan Manila,"Metropolitan Manila, Manila",Banking and Financial Services
219,Ibex Global Solutions,2002,">10,000",8.08,Angel “Potski” Alvarez,Metropolitan Manila,"Metropolitan Manila, Pasig City",Business Services & Supplies
220,Willis Towers Watson (WTW),2016,"501 - 1,000",8.07,James Matti,Metropolitan Manila,"Metropolitan Manila, Taguig City",Professional Services
221,Philippine Health Insurance Corporation,1995,"501 - 1,000",8.07,Emmanuel Rufino Ledesma Jr.,Metropolitan Manila,"Metropolitan Manila, Pasig City",Government Services
222,Petron,1973,>250,8.07,Ramon S. Ang,Metropolitan Manila,"Metropolitan Manila, Mandaluyong City","Construction, Oil & Gas Operations, Mining and Chemicals"
223,Suyen,1987,"501 - 1,000",8.07,Ben Chan,Metropolitan Manila,"Metropolitan Manila, Taguig City",Retail and Wholesale
224,Pro Source Global Bpo,2016,>250,8.07,Steve Burns,Metropolitan Manila,"Metropolitan Manila, Makati City",Business Services & Supplies
225,Phil. Trust Co. (Philtrust Bank),1916,"501 - 1,000",8.07,Dr. Jaime C. Laya (Chairman),Metropolitan Manila,"Metropolitan Manila, Manila",Banking and Financial Services
226,M Lhuillier Financial Services,1988,"501 - 1,000",8.07,Michael Lhuillier,Metropolitan Manila,"Metropolitan Manila, Makati City",Banking and Financial Services
227,Department of Environment & Natural Resources (DENR),1987,"1,001 - 5,000",8.07,Maria Antonia Yulo-Loyzaga,Metropolitan Manila,"Metropolitan Manila, Quezon City",Government Services
228,Teleperformance,1996,>250,8.07,Daniel Julien(global),Metropolitan Manila,"Metropolitan Manila, Pasig City",Business Services & Supplies
229,Department of Information and Communications Technology (DICT),2004,"1,001 - 5,000",8.06,Ivan John E. Uy,Metropolitan Manila,"Metropolitan Manila, Quezon City",Government Services
230,24-7 Intouch,2001,"5,001 - 10,000",8.06,Greg Fettes(global),Manitoba,"Winnipeg, Canada",Business Services & Supplies
231,Microsourcing,2006,"5,001 - 10,000",8.06,Haidee Enriquez,Metropolitan Manila,"Metropolitan Manila, Taguig City",Business Services & Supplies
232,Infocom Technologies,1994,>250,8.06,Yuji Hamamoto,Metropolitan Manila,"Metropolitan Manila, Makati City",Professional Services
233,Starbucks,1997,"1,001 - 5,000",8.05,Noey Lopez,Metropolitan Manila,"Metropolitan Manila, Makati City",Restaurants
234,VXI Global Holdings,2003,">10,000",8.05,David Zhou,Metropolitan Manila,"Metropolitan Manila, Manila",Business Services & Supplies
235,NutriAsia,1991,>250,8.05,"Joselito D. Campos, Jr.",Metropolitan Manila,"Metropolitan Manila, Taguig City","Food, Soft Beverages, Alcohol & Tobacco"
236,Koronadal Commercial Corporation (KCC Malls),1947,"1,001 - 5,000",8.04,Tan Suy Lim,Soccsksargen,"South Cotabato, General Santos",Retail and Wholesale
237,SM Supermalls,1985,"1,001 - 5,000",8.04,Steven Tan,Metropolitan Manila,"Metropolitan Manila, Pasay City",Retail and Wholesale
238,Liwayway Marketing,1974,>250,8.03,Carlos Chan,Metropolitan Manila,"Metropolitan Manila, Pasay City","Food, Soft Beverages, Alcohol & Tobacco"
239,Virtual Staffing Solutions,2018,"1,001 - 5,000",8.03,Brian Hiener,Eastern Visayas,"Visayas, Leyte",Business Services & Supplies
240,FAST Logistics Group,1945,>250,8.03,Victor S. Chiongbian,Central Visayas,"Cebu, Mandaue City",Transportation and Logistics
241,DB Schenker,1872,"501 - 1,000",8.03,Jochen Thewes,Hesse,"Frankfurt am Main, Germany",Transportation and Logistics
242,London Stock Exchange Group,2007,>250,8.02,David Schwimmer,Metropolitan Manila,"Metropolitan Manila, Taguig City",Banking and Financial Services
243,AMTI (Accent Micro Technologies),1996,>250,8.02,Allyxon Cua,Metropolitan Manila,"Metropolitan Manila, Pasig City",Retail and Wholesale
244,Dunkin',1981,>250,8.02,Walter C. Spakowski,Metropolitan Manila,"Metropolitan Manila, Mandaluyong City",Restaurants
245,ASA Philippines Foundation,2004,">10,000",8.02,Edward S. Go,Metropolitan Manila,"Metropolitan Manila, Pasig City",Economy & Politics & NGO
246,JGC,1989,>250,8.01,Nobuhiro Kobayashi,Metropolitan Manila,"Metropolitan Manila, Muntinlupa City","Construction, Oil & Gas Operations, Mining and Chemicals"
247,Yazaki-Torres Manufacturing,1941,"5,001 - 10,000",8.00,Riku Yazaki,Tokyo,"Tokyo, Japan","Engineering, Manufacturing"
248,Integrated Micro-Electronics,1980,"5,001 - 10,000",8.00,Arthur Tran,Calabarzon,"Laguna, Biñan","Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
249,Meralco Energy,1961,">10,000",8.00,Ronnie L. Aperocho,Metropolitan Manila,"Metropolitan Manila, Pasig City","Construction, Oil & Gas Operations, Mining and Chemicals"
250,Makati Development Corporation (MDC),1958,>250,8.00,Dante M. Abando,Metropolitan Manila,"Metropolitan Manila, Taguig City","Construction, Oil & Gas Operations, Mining and Chemicals"
251,Rohm Electronics,1989,"1,001 - 5,000",8.00,Takahiro Tanaka,Calabarzon,"Cavite, Carmona","Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
252,Exlservice,1999,>250,7.99,Rohit Kapoor,Metropolitan Manila,"Metropolitan Manila, Pasay City",Business Services & Supplies
253,Universal Robina,1954,>250,7.98,Irwin C. Lee,Metropolitan Manila,"Metropolitan Manila, Quezon City","Food, Soft Beverages, Alcohol & Tobacco"
254,Everise,2016,>250,7.97,Sudhir Agarwal,Metropolitan Manila,"Metropolitan Manila, Taguig City",Business Services & Supplies
255,TPG Telecom,2009,>250,7.97,Iñaki Berroeta,Metropolitan Manila,"Metropolitan Manila, Pasig City","Telecommunications Services, Cable Supplier"
256,Smart Communications,1991,"5,001 - 10,000",7.97,Alfredo Panlilio,Metropolitan Manila,"Metropolitan Manila, Makati City","Telecommunications Services, Cable Supplier"
257,Infosys BPM,2007,"1,001 - 5,000",7.97,Anantha Radhakrishnan,Metropolitan Manila,"Metropolitan Manila, Taguig City",Business Services & Supplies
258,Grab,2013,>250,7.96,Grace Vera Cruz,Metropolitan Manila,"Metropolitan Manila, Makati City",Transportation and Logistics
259,DMCI Homes (DMCI Project Developers),1954,>250,7.95,Alfredo R. Austria,Metropolitan Manila,"Metropolitan Manila, Makati City",Real Estate
260,Yakult,1977,"1,001 - 5,000",7.95,Hiroshi Narita,Metropolitan Manila,"Metropolitan Manila, Manila","Food, Soft Beverages, Alcohol & Tobacco"
261,Pepsi-Cola Products Philippines (PCPPI),1985,>250,7.94,Frederick D. Ong,Metropolitan Manila,"Metropolitan Manila, Muntinlupa City","Food, Soft Beverages, Alcohol & Tobacco"
262,Southern Philippines Medical Center,1917,"1,001 - 5,000",7.94,Ricardo Audan,Davao Region,"Davao del Sur, Davao City",Healthcare & Social
263,Telephilippines,1996,">10,000",7.94,Miguel O. Cojuangco,Metropolitan Manila,"Metropolitan Manila, Mandaluyong City","Telecommunications Services, Cable Supplier"
264,Genpact Philippines,2005,>250,7.94,Tiger Tyagarajan,Metropolitan Manila,"Metropolitan Manila, Muntinlupa City",Business Services & Supplies
265,Rose Pharmacy,1952,>250,7.94,Rosemarie Wong,Central Visayas,"Cebu, Cebu City",Retail and Wholesale
266,Mercury Drug,1945,">10,000",7.93,Vivian Que-Azcona,Metropolitan Manila,"Metropolitan Manila, Quezon City",Drugs & Biotechnology
267,Factset,1978,>250,7.93,Philip Snow,Metropolitan Manila,"Metropolitan Manila, Taguig City",Professional Services
268,PSG Global Solutions,2009,"1,001 - 5,000",7.93,"Brian Cotter, Vivek Padmanabhan",Metropolitan Manila,"Metropolitan Manila, Ortigas City",Business Services & Supplies
269,Majorel,1992,>250,7.93,Thomas Mackenbrock,Metropolitan Manila,"Metropolitan Manila, Muntinlupa City",Business Services & Supplies
270,Atlantic Gulf And Pacific Company Of Manila,1900,"1,001 - 5,000",7.92,Joseph Sigelman,Metropolitan Manila,"Metropolitan Manila, Manila","Construction, Oil & Gas Operations, Mining and Chemicals"
271,Stefanini IT Solutions,1987,"1,001 - 5,000",7.92,Marco Stefanini,Metropolitan Manila,"Metropolitan Manila, Pasay City","IT, Internet, Software & Services"
272,Wipro,2007,"5,001 - 10,000",7.91,Aseem Roy,Central Visayas,"Cebu, Cebu City",Business Services & Supplies
273,RD Pawnshop,1976,"1,001 - 5,000",7.91,"Rodrigo E. Rivera, Sr.",Central Visayas,"Cebu, Cebu City",Banking and Financial Services
274,National Grid Corporation of the Philippines,2009,"1,001 - 5,000",7.91,Anthony Almeda,Metropolitan Manila,"Metropolitan Manila, Quezon City",Utilities
275,Asticom Technology,2015,"1,001 - 5,000",7.91,Mharicar Castillo-Reyes,Metropolitan Manila,"Metropolitan Manila, Taguig City",Business Services & Supplies
276,South Star Drug,1937,>250,7.91,Robina Y. Gokongwei-Pe,Metropolitan Manila,"Metropolitan Manila, Quezon City",Retail and Wholesale
277,BDO Unibank,1967,">10,000",7.91,Nestor Tan,Metropolitan Manila,"Metropolitan Manila, Makati City",Banking and Financial Services
278,Global Payments,1967,"1,001 - 5,000",7.90,Cameron M. Bready,Georgia,"Atlanta, GA, USA",Banking and Financial Services
279,Gaisano Grand Malls,1970,"1,001 - 5,000",7.90,Frank S. Gaisano,Central Visayas,"Cebu, Cebu City",Retail and Wholesale
280,Taiyo Yuden,1950,"501 - 1,000",7.90,Katsuya Sase,Metropolitan Manila,"Metropolitan Manila, Makati City","Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
281,Xavier University,1933,>250,7.90,"Fr. Mars P. Tan, S.J.",Northern Mindanao,"Mindanao, Cagayan de Oro",Education
282,Western Digital (WD),1970,"5,001 - 10,000",7.90,David Goeckeler,California,"San José, CA, USA","Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
283,Brother Industries,2000,"501 - 1,000",7.90,Glenn Hocson,Metropolitan Manila,"Matrapolitan Manila, Taguig City","Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
284,WNS Global Services,2008,"1,001 - 5,000",7.89,Keshav Murugesh,Metropolitan Manila,"Metropolitan Manila, Quezon City",Business Services & Supplies
285,Afni,2012,"1,001 - 5,000",7.89,Doug Jones,Metropolitan Manila,"Metropolitan Manila, Quezon City",Business Services & Supplies
286,Asian Hospital and Medical Center,2002,"1,001 - 5,000",7.87,Andres Licaros Jr,Metropolitan Manila,"Metropolitan Manila, Muntinlupa City",Healthcare & Social
287,Foodpanda,2014,"1,001 - 5,000",7.86,Daniel Marogy,Metropolitan Manila,"Metropolitan Manila, Makati City",Transportation and Logistics
288,Seven Eleven Foodstore,1982,"1,001 - 5,000",7.86,Jose Victor P. Paterno,Texas,"Irving, Texas, USA",Retail and Wholesale
289,Maynilad Water Services,1997,"1,001 - 5,000",7.86,Ramoncito Saldua Fernandez,Metropolitan Manila,"Metropolitan Manila, Quezon City",Utilities
290,Cyberbacker,2018,"1,001 - 5,000",7.85,Craig Goodliffe,Calabarzon,"Batangas, Lipa City",Professional Services
291,Foundever,1994,">10,000",7.85,Laurent Uberti,Florida,"Miami, Florida, USA",Business Services & Supplies
292,Department of Transportation (DOTr),1899,"501 - 1,000",7.85,Jaime Bautista,Metropolitan Manila,"Metropolitan Manila, Quezon City",Government Services
293,Sutherland,2005,">10,000",7.85,Dilip Vellodi,Metropolitan Manila,"Metropolitan Manila, Taguig City",Business Services & Supplies
294,Development Bank Of The Philippines,1958,"1,001 - 5,000",7.84,Michael O. de Jesus,Metropolitan Manila,"Metropolitan Manila, Makati City",Banking and Financial Services
295,Straive (formerly known as SPi Global),2010,"1,001 - 5,000",7.84,Ratan Datta,Western Visayas,"Iloilo, Iloilo City",Business Services & Supplies
296,Bureau of Customs (BOC),1902,>250,7.83,Bienvenido Rubio,Metropolitan Manila,"Metropolitan Manila, Pasay City",Government Services
297,Qualfon,1995,>250,7.82,Mike Marrow,Central Visayas,"Cebu, Cebu City",Business Services & Supplies
298,LifeBank,1970,"1,001 - 5,000",7.82,"Rosario B. Perlas, M.D., Vicente Perlas, M.D.",Western Visayas,"Iloilo, Iloilo City",Economy & Politics & NGO
299,Vista Land & Lifescapes,2007,"1,001 - 5,000",7.82,Manuel Paolo Villar,Metropolitan Manila,"Metropolitan Manila, Mandaluyong City",Real Estate
300,Holcim Philippines Manufacturing,1964,"1,001 - 5,000",7.81,Horia-Ciprian Adrian,Metropolitan Manila,"Metropolitan Manila, Taguig City","Construction, Oil & Gas Operations, Mining and Chemicals"
